chromosome	start	end	gene	minCopyNumber	maxCopyNumber	somaticRegions	transcriptId	isCanonical	chromosomeBand	minRegions	minRegionStart	minRegionEnd	minRegionStartSupport	minRegionEndSupport	minRegionMethod	minMinorAlleleCopyNumber	depthWindowCount	gcContent
chr15	88960070	88961046	KRT18P47	1.9631	1.9631	1	ENST00000561341	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89041223	89082819	CARMAL	1.9631	1.9631	1	ENST00000565938	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89087459	89202355	ABHD2	1.9631	1.9631	1	ENST00000352732	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89120779	89120840	RNU7-195P	1.9631	1.9631	1	ENST00000458793	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89135547	89136495	HMGB1P8	1.9631	1.9631	1	ENST00000558211	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89209869	89221614	RLBP1	1.9631	1.9631	1	ENST00000268125	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89243945	89317261	FANCI	1.9631	1.9631	1	ENST00000310775	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89305198	89334861	POLG	1.9631	1.9631	1	ENST00000268124	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89326739	89326810	MIR6766	1.9631	1.9631	1	ENST00000622641	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89335053	89336161	POLG-DT	1.9631	1.9631	1	ENST00000569473	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89361579	89424983	MIR9-3HG	1.9631	1.9631	1	ENST00000701636	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89368017	89368106	MIR9-3	1.9631	1.9631	1	ENST00000385084	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89471398	89496589	RHCG	1.9631	1.9631	1	ENST00000268122	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89504909	89524049	LINC00928	1.9631	1.9631	1	ENST00000561108	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89575469	89631056	TICRR	1.9631	1.9631	1	ENST00000268138	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89608789	89663086	KIF7	1.9631	1.9631	1	ENST00000394412	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89664367	89679427	PLIN1	1.9631	1.9631	1	ENST00000300055	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89677764	89690783	PEX11A	1.9631	1.9631	1	ENST00000300056	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89687937	89688243	RPL36AP43	1.9631	1.9631	1	ENST00000460165	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89690811	89743638	WDR93	1.9631	1.9631	1	ENST00000268130	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89714232	89714338	RNU6-132P	1.9631	1.9631	1	ENST00000383863	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89749875	89751249	MESP1	1.9631	1.9631	1	ENST00000300057	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89752296	89753493	MRPL15P1	1.9631	1.9631	1	ENST00000559543	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89760591	89778754	MESP2	1.9631	1.9631	1	ENST00000341735	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89784895	89815401	ANPEP	1.9631	1.9631	1	ENST00000300060	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89830599	89894638	AP3S2	1.9631	1.9631	1	ENST00000336418	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89834308	89912882	ARPIN-AP3S2	1.9631	1.9631	1	ENST00000398333	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89850637	89850721	MIR5094	1.9631	1.9631	1	ENST00000578766	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89883931	89884030	MIR5009	1.9631	1.9631	1	ENST00000578736	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89886485	89886591	RNU6-1111P	1.9631	1.9631	1	ENST00000391118	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89895006	89912952	ARPIN	1.9631	1.9631	1	ENST00000357484	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	89897576	89897637	RNU7-111P	1.9631	1.9631	1	ENST00000516836	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90001324	90082206	ZNF710	1.9631	1.9631	1	ENST00000268154	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90006755	90006841	MIR3174	1.9631	1.9631	1	ENST00000583440	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90074512	90082207	ZNF710-AS1	1.9631	1.9631	1	ENST00000558334	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90083045	90102477	IDH2	1.9631	1.9631	1	ENST00000330062	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90102649	90138016	IDH2-DT	1.9631	1.9631	1	ENST00000561101	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90160604	90229679	SEMA4B	1.9631	1.9631	1	ENST00000411539	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90166233	90166526	RN7SL346P	1.9631	1.9631	1	ENST00000491561	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90206572	90206967	RPS12P26	1.9631	1.9631	1	ENST00000492017	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90229975	90234047	CIB1	1.9631	1.9631	1	ENST00000328649	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90233808	90245811	GDPGP1	1.9631	1.9631	1	ENST00000329600	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90249530	90265482	TTLL13P	1.9631	1.9631	1	ENST00000641754	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90265659	90275778	NGRN	1.9631	1.9631	1	ENST00000379095	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90291962	90295683	GOLGA2P8	1.9631	1.9631	1	ENST00000505201	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90293939	90294207	RN7SL736P	1.9631	1.9631	1	ENST00000613111	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90348844	90349197	GABARAPL3	1.9631	1.9631	1	ENST00000412799	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90352284	90369146	ZNF774	1.9631	1.9631	1	ENST00000354377	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90385814	90386063	NDUFA3P4	1.9631	1.9631	1	ENST00000560814	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90388242	90502239	IQGAP1	1.9631	1.9631	1	ENST00000268182	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90529923	90645345	CRTC3	1.9631	1.9631	1	ENST00000268184	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90620007	90717141	CRTC3-AS1	1.9631	1.9631	1	ENST00000559531	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90634725	90635033	HSPE1P3	1.9631	1.9631	1	ENST00000559254	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90660207	90664967	LINC01585	1.9631	1.9631	1	ENST00000500496	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90717346	90816166	BLM	1.9631	1.9631	1	ENST00000355112	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90855935	90856207	RN7SL363P	1.9631	1.9631	1	ENST00000482412	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90868588	90883564	FURIN	1.9631	1.9631	1	ENST00000268171	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90883695	90895776	FES	1.9631	1.9631	1	ENST00000328850	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90902218	90922584	MAN2A2	1.9631	1.9631	1	ENST00000559717	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90929968	90935196	HDDC3	1.9631	1.9631	1	ENST00000394272	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90930180	90954093	UNC45A	1.9631	1.9631	1	ENST00000418476	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90952239	90955225	RCCD1-AS1	1.9631	1.9631	1	ENST00000553321	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90954881	90963125	RCCD1	1.9631	1.9631	1	ENST00000394258	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90966040	90995629	PRC1	1.9631	1.9631	1	ENST00000394249	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90966340	90988625	PRC1-AS1	1.9631	1.9631	1	ENST00000554388	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	90998673	91022603	VPS33B	1.9631	1.9631	1	ENST00000333371	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	91022619	91036611	VPS33B-DT	1.9631	1.9631	1	ENST00000557804	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	91099950	91302565	SV2B	1.9631	1.9631	1	ENST00000394232	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	91742841	91743955	THRAP3P2	1.9631	1.9631	1	ENST00000556012	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	91853708	92172435	SLCO3A1	1.9631	1.9631	1	ENST00000318445	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92281484	92282084	DUXAP6	1.9631	1.9631	1	ENST00000553858	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92285841	92286678	NPM1P5	1.9631	1.9631	1	ENST00000557228	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92393881	92468728	ST8SIA2	1.9631	1.9631	1	ENST00000268164	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92420860	92422735	ENO1P2	1.9631	1.9631	1	ENST00000557166	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92471654	92501117	C15orf32	1.9631	1.9631	1	ENST00000624458	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92567817	92574529	LINC00930	1.9631	1.9631	1	ENST00000654017	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92617448	92809884	FAM174B	1.9631	1.9631	1	ENST00000327355	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92711808	92712110	HMGN1P38	1.9631	1.9631	1	ENST00000431116	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92733823	92734195	H2AZ2P1	1.9631	1.9631	1	ENST00000554246	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92795647	92796439	ASB9P1	1.9631	1.9631	1	ENST00000557146	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92819540	92899701	CHASERR	1.9631	1.9631	1	ENST00000653163	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92886203	93027996	CHD2	1.9631	1.9631	1	ENST00000394196	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	92904399	92904475	MIR3175	1.9631	1.9631	1	ENST00000577670	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	93035271	93089211	RGMA	1.9631	1.9631	1	ENST00000329082	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	93065586	93066606	YBX2P2	1.9631	1.9631	1	ENST00000557561	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	93430659	93431217	SEPHS1P2	1.9631	1.9631	1	ENST00000557145	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	93718542	94070898	LINC01579	1.9631	1.9631	1	ENST00000557481	true	q26.1	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	93835490	93890456	LINC02207	1.9631	1.9631	1	ENST00000663183	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	93894431	93984150	LINC01580	1.9631	1.9631	1	ENST00000555255	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	93905405	94107938	LINC01581	1.9631	1.9631	1	ENST00000558874	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	94168349	94168751	H3P40	1.9631	1.9631	1	ENST00000557753	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	94231538	94483952	MCTP2	1.9631	1.9631	1	ENST00000357742	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	94583506	94589259	LINC02852	1.9631	1.9631	1	ENST00000647740	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	95166065	95327129	LETR1	1.9631	1.9631	1	ENST00000698309	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	95326528	95507865	LINC00924	1.9631	1.9631	1	ENST00000650234	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	95745804	95745994	RNU2-3P	1.9631	1.9631	1	ENST00000410144	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96110040	96327361	NR2F2-AS1	1.9631	1.9631	1	ENST00000560800	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96235785	96237010	LINC02157	1.9631	1.9631	1	ENST00000650320	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96325938	96340263	NR2F2	1.9631	1.9631	1	ENST00000394166	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96333261	96333307	MIR1469	1.9631	1.9631	1	ENST00000410719	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96388214	96389056	TUBAP12	1.9631	1.9631	1	ENST00000559595	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96441566	96442313	PGAM1P12	1.9631	1.9631	1	ENST00000505622	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96486582	96486891	RN7SKP254	1.9631	1.9631	1	ENST00000410685	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96756987	96758596	FAM149B1P1	1.9631	1.9631	1	ENST00000533428	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96772005	96783312	SPATA8-AS1	1.9631	1.9631	1	ENST00000558722	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96783389	96785615	SPATA8	1.9631	1.9631	1	ENST00000649986	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	96842069	96842384	RN7SKP181	1.9631	1.9631	1	ENST00000411188	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	97215812	97432094	LINC02253	1.9631	1.9631	1	ENST00000559321	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	97339693	97523442	LINC02254	1.9631	1.9631	1	ENST00000653998	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	97353497	97353815	RN7SL677P	1.9631	1.9631	1	ENST00000466970	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	97472126	97472252	RNA5SP401	1.9631	1.9631	1	ENST00000515920	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	97572185	97875650	LINC00923	1.9631	1.9631	1	ENST00000614972	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	97960703	97973833	ARRDC4	1.9631	1.9631	1	ENST00000268042	true	q26.2	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98003038	98087384	LINC02251	1.9631	1.9631	1	ENST00000649950	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98074667	98074763	RNU6-1186P	1.9631	1.9631	1	ENST00000410429	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98081993	98103761	LINC01582	1.9631	1.9631	1	ENST00000660778	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98323902	98421021	LINC02351	1.9631	1.9631	1	ENST00000661847	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98437162	98514382	FAM169B	1.9631	1.9631	1	ENST00000558256	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98645118	98647389	IRAIN	1.9631	1.9631	1	ENST00000692203	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98648539	98964530	IGF1R	1.9631	1.9631	1	ENST00000650285	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98784426	98784502	MIR4714	1.9631	1.9631	1	ENST00000580728	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98954149	99105824	SYNM-AS1	1.9631	1.9631	1	ENST00000559468	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	98968229	99007792	PGPEP1L	1.9631	1.9631	1	ENST00000535714	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99014526	99031054	LUNAR1	1.9631	1.9631	1	ENST00000651737	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99098217	99135593	SYNM	1.9631	1.9631	1	ENST00000336292	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99136323	99251223	TTC23	1.9631	1.9631	1	ENST00000394132	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99251362	99390729	LRRC28	1.9631	1.9631	1	ENST00000301981	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99257632	99260015	HSP90B2P	1.9631	1.9631	1	ENST00000559111	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99284625	99285576	HNRNPA1P62	1.9631	1.9631	1	ENST00000559372	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99395179	99396593	LINC02244	1.9631	1.9631	1	ENST00000561362	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99551382	99552117	RPL7P5	1.9631	1.9631	1	ENST00000471472	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99565417	99716488	MEF2A	1.9631	1.9631	1	ENST00000557942	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99715697	99733561	LYSMD4	1.9631	1.9631	1	ENST00000684762	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99791209	99791410	RN7SL484P	1.9631	1.9631	1	ENST00000462651	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99798123	99801179	DNM1P46	1.9631	1.9631	1	ENST00000415963	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	99971437	100342005	ADAMTS17	1.9631	1.9631	1	ENST00000268070	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100074081	100074190	RNA5SP402	1.9631	1.9631	1	ENST00000517148	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100344047	100350725	SPATA41	1.9631	1.9631	1	ENST00000662214	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100372936	100437914	CERS3-AS1	1.9631	1.9631	1	ENST00000560643	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100400395	100544995	CERS3	1.9631	1.9631	1	ENST00000679737	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100551820	100551922	RNU6-322P	1.9631	1.9631	1	ENST00000516010	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100553529	100558954	PRKXP1	1.9631	1.9631	1	ENST00000561423	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100559369	100603230	LINS1	1.9631	1.9631	1	ENST00000314742	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100560686	100560792	RNU6-181P	1.9631	1.9631	1	ENST00000363225	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100602589	100651701	ASB7	1.9631	1.9631	1	ENST00000332783	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
chr15	100849831	100876836	GCAWKR	1.9631	1.9631	1	ENST00000647806	true	q26.3	1	18362627	101991189	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9611	108	0.4247
