geneID	TFCP2L1(MA0145.2)	ARID5A(MA0602.1)	ATF3(MA0605.1)	ESRRG(MA0643.1)	GLI2(MA0734.3)	NPAS2(MA0626.1)	NR5A2(MA0505.2)	SOX17(MA0078.2)	STAT4(MA0518.1)	TWIST2(MA0633.2)	NumPeaks	AvgPeakDistance	AvgPeakSize
ENSMUSG00000101378.1	0.0000840064	0.0000062887	0.0006892511	0.0027531182	0.0000009807	0.0000886864	0.0000129797	0.0000159098	0.0207539432	0.0124564946	2.0000000000	11583.5000000000	491.0000000000
ENSMUSG00000026272.6	0.0000724959	0.0000126841	0.0060932963	0.0025128559	0.0000011481	0.0000777802	0.0000698760	0.0000143906	0.0178673279	0.0107192937	2.0000000000	6390.5000000000	491.0000000000
ENSMUSG00000034159.12	0.0001398065	0.0000104195	0.0018358279	0.0000411420	0.0001271980	0.0000005291	0.0000129216	0.0000035911	0.0000021896	0.0014959254	3.0000000000	18746.6660156250	602.3333129883
ENSMUSG00000084989.3	0.0006621432	0.0000451947	0.0055483623	0.0001126457	0.0006023604	0.0000016692	0.0000276100	0.0000166106	0.0000058990	0.0070861510	2.0000000000	11229.0000000000	750.0000000000
ENSMUSG00000047793.13	0.0237836496	0.0006957631	0.0006403725	0.0000484121	0.0000326382	0.0003575616	0.0015990575	0.0000026133	0.0000012746	0.0330026817	4.0000000000	12639.5000000000	748.2500000000
ENSMUSG00000026273.13	0.0015175008	0.0042138181	0.0002377367	0.0000060801	0.0000484049	0.0000127574	0.0004613834	0.0005477125	0.0028034840	0.0002131550	1.0000000000	0.0000000000	1326.0000000000
ENSMUSG00000101172.1	0.0015175008	0.0042138181	0.0002377367	0.0000060801	0.0000484049	0.0000127574	0.0004613834	0.0005477125	0.0028034840	0.0002131550	1.0000000000	0.0000000000	1326.0000000000
ENSMUSG00000100351.1	0.0013200436	0.0036655161	0.0002068024	0.0000052889	0.0000421064	0.0000110974	0.0004013482	0.0004764442	0.0024386947	0.0001854193	1.0000000000	697.0000000000	1326.0000000000
ENSMUSG00000026274.11	0.0047006941	0.0046031327	0.0000512305	0.0000632442	0.0011081219	0.0001706885	0.0024659298	0.0004556014	0.0013081333	0.0328468169	2.0000000000	2499.0000000000	1461.5000000000
ENSMUSG00000026275.13	0.0046646694	0.0046691893	0.0000550853	0.0000713206	0.0010873648	0.0001854791	0.0027914285	0.0005110960	0.0014340068	0.0321771052	2.0000000000	2237.0000000000	1461.5000000000
ENSMUSG00000106302.1	0.0031831398	0.0030570369	0.0000321750	0.0000377544	0.0007576467	0.0001060460	0.0014657907	0.0002735687	0.0008053036	0.0224903213	2.0000000000	4750.5000000000	1461.5000000000
ENSMUSG00000098689.1	0.0009461710	0.0009086876	0.0000095638	0.0000112223	0.0002252064	0.0000315216	0.0004356983	0.0000813168	0.0002393721	0.0066851260	2.0000000000	10816.5000000000	1461.5000000000
ENSMUSG00000064389.1	0.0001028245	0.0000987510	0.0000010393	0.0000012196	0.0000244741	0.0000034256	0.0000473492	0.0000088370	0.0000260136	0.0007265013	2.0000000000	21913.5000000000	1461.5000000000
ENSMUSG00000034088.15	0.0034203816	0.0212371836	0.0011005930	0.0035492377	0.0032427941	0.0047164453	0.0067532114	0.0002881697	0.0057411591	0.0000111075	1.0000000000	0.0000000000	3841.0000000000
ENSMUSG00000090489.3	0.0002965094	0.0000822797	0.0008987919	0.0000014903	0.0000913287	0.0007104452	0.0000056296	0.0000424643	0.0002221021	0.0020286555	3.0000000000	14623.3330078125	1518.6666259766
ENSMUSG00000026276.17	0.0034203816	0.0212371836	0.0011005930	0.0035492377	0.0032427941	0.0047164453	0.0067532114	0.0002881697	0.0057411591	0.0000111075	1.0000000000	0.0000000000	3841.0000000000
ENSMUSG00000034066.13	0.0040695263	0.0047834701	0.0005939498	0.0002641155	0.0007331501	0.0639649441	0.0001124881	0.0003610154	0.0015287722	0.0656980533	1.0000000000	0.0000000000	1937.0000000000
ENSMUSG00000103854.1	0.0000996288	0.0005480034	0.0009024365	0.0000118334	0.0000191677	0.0015582228	0.0000035096	0.0000099035	0.0002043097	0.0016007451	2.0000000000	17697.0000000000	1500.0000000000
ENSMUSG00000026277.13	0.0004842373	0.0112316400	0.0426692315	0.0018161016	0.0007312329	0.0009257291	0.0146363876	0.0002000179	0.0240713549	0.0375915565	7.0000000000	14475.8574218750	1858.0000000000
ENSMUSG00000100927.1	0.0080094068	0.0061911829	0.0305592839	0.0033856114	0.0050878953	0.0038926326	0.0035016279	0.0007914082	0.0271470770	0.1015575373	3.0000000000	12764.0000000000	3692.0000000000
ENSMUSG00000026278.14	0.0116102312	0.0053526464	0.0006798273	0.0007013623	0.0092154792	0.0006891374	0.0013878435	0.0001933866	0.0008352929	0.0672460133	9.0000000000	8686.0000000000	781.6666870117
ENSMUSG00000026279.14	0.0062779411	0.0008466242	0.0001984697	0.0237029651	0.0003560349	0.0003026381	0.0035638273	0.0000353126	0.0000454971	0.0004322559	5.0000000000	9666.4003906250	607.7999877930
ENSMUSG00000101952.1	0.0003102202	0.0003402149	0.0000117315	0.0016478598	0.0000145175	0.0131326652	0.0012617796	0.0000112226	0.0027457046	0.0000073344	5.0000000000	13633.4003906250	607.7999877930
ENSMUSG00000026280.17	0.0043365127	0.0010937191	0.0001333717	0.0148328430	0.0002231487	0.0005712852	0.0022461683	0.0000580534	0.0000886831	0.0002932717	5.0000000000	7445.3999023438	607.7999877930
ENSMUSG00000026281.15	0.0012280225	0.0122268368	0.0258000873	0.0000157093	0.0006559529	0.0304930896	0.0002601060	0.0003173910	0.0058503148	0.0062401179	4.0000000000	7992.5000000000	1528.2500000000
ENSMUSG00000026283.13	0.0015047362	0.0151843237	0.0199051430	0.0000218781	0.0005835890	0.0374904879	0.0003849162	0.0004364507	0.0078364927	0.0092500889	4.0000000000	7008.0000000000	1528.2500000000
ENSMUSG00000088961.1	0.0007136814	0.0089026869	0.0080154608	0.0000507617	0.0002696833	0.0155987591	0.0009696321	0.0009787010	0.0100776118	0.0230744667	4.0000000000	6937.5000000000	1528.2500000000
ENSMUSG00000073609.9	0.0016524371	0.0028389359	0.0013110586	0.0001260632	0.0009150991	0.0012318693	0.0199195611	0.0194043826	0.0014122077	0.0353437026	4.0000000000	14082.0000000000	1528.2500000000
ENSMUSG00000034000.15	0.0000311540	0.0000114105	0.0000127942	0.0004858547	0.0000002293	0.0000237655	0.0000463390	0.0000012632	0.0007689327	0.0018501000	1.0000000000	14377.0000000000	1007.0000000000
ENSMUSG00000026285.7	0.0000195025	0.0000071430	0.0000080092	0.0003041466	0.0000001435	0.0000148773	0.0000290083	0.0000007908	0.0004813542	0.0011581683	1.0000000000	16719.0000000000	1007.0000000000
ENSMUSG00000099592.1	0.0000000056	0.0000002140	0.0000039245	0.0000004681	0.0000000004	0.0000001020	0.0000000037	0.0000954974	0.0000916432	0.0065857773	1.0000000000	11493.0000000000	182.0000000000
ENSMUSG00000051185.9	0.0003526239	0.0047869976	0.0007853086	0.0000035724	0.0000312021	0.0002677885	0.0001773231	0.0000747453	0.0009711225	0.0001638682	1.0000000000	0.0000000000	1537.0000000000
ENSMUSG00000103973.1	0.0000212807	0.0002888937	0.0000473931	0.0000002156	0.0000018830	0.0000161609	0.0000107014	0.0000045109	0.0000586069	0.0000098894	1.0000000000	14038.0000000000	1537.0000000000
ENSMUSG00000040710.10	0.0018419526	0.0028024849	0.0280147985	0.0007936470	0.0000484767	0.0224124518	0.0009759535	0.0007519382	0.0073254465	0.0660634390	3.0000000000	9730.0000000000	1792.6666259766
ENSMUSG00000103197.1	0.0000858845	0.0011564289	0.0017708096	0.0001483059	0.0000023728	0.0009595227	0.0002768558	0.0000833112	0.0003146732	0.0171940717	3.0000000000	10930.6669921875	1792.6666259766
ENSMUSG00000040693.7	0.0052153931	0.0067083069	0.0015580236	0.0000125978	0.0002499562	0.0000220445	0.0001738851	0.0000961216	0.0229359898	0.0328614675	1.0000000000	0.0000000000	2500.0000000000
ENSMUSG00000097814.5	0.0052153931	0.0067083069	0.0015580236	0.0000125978	0.0002499562	0.0000220445	0.0001738851	0.0000961216	0.0229359898	0.0328614675	1.0000000000	0.0000000000	2500.0000000000
ENSMUSG00000044768.16	0.0051027274	0.0070806991	0.0264294419	0.0001366518	0.0001733612	0.0010186143	0.0070891380	0.0002053236	0.0139253379	0.0005996455	1.0000000000	0.0000000000	3072.0000000000
ENSMUSG00000040648.14	0.0011509022	0.0094573447	0.0258411725	0.0004979320	0.0000620982	0.0322689421	0.0014968108	0.0003964996	0.0003880851	0.0329582864	1.0000000000	0.0000000000	2560.0000000000
ENSMUSG00000026333.14	0.0011509022	0.0094573447	0.0258411725	0.0004979320	0.0000620982	0.0322689421	0.0014968108	0.0003964996	0.0003880851	0.0329582864	1.0000000000	0.0000000000	2560.0000000000
ENSMUSG00000026335.16	0.0008504822	0.0031659104	0.0005851005	0.0002026853	0.0006704408	0.0007889397	0.0047846776	0.0010637999	0.0190729167	0.0328686507	5.0000000000	14077.4003906250	1390.1999511719
ENSMUSG00000089706.7	0.0000251522	0.0005922098	0.0000607773	0.0006871595	0.0000012400	0.0000184856	0.0001066313	0.0000267561	0.0034359781	0.0111284575	4.0000000000	13905.5000000000	827.5000000000
ENSMUSG00000096085.1	0.0000050618	0.0000417713	0.0000108537	0.0001395930	0.0000001324	0.0000000188	0.0000091750	0.0000046152	0.0006900013	0.0023115133	3.0000000000	19261.6660156250	358.3333435059
ENSMUSG00000100182.6	0.0000413103	0.0041154435	0.0001043815	0.0000002308	0.0000036857	0.0000085494	0.0000036195	0.0000092700	0.0000069592	0.0000002715	1.0000000000	29.0000000000	311.0000000000
ENSMUSG00000100662.1	0.0023110905	0.1237613284	0.0537435063	0.0069623171	0.0003607734	0.0012524713	0.0011361055	0.0026178062	0.0106069023	0.0328243722	3.0000000000	1792.3333740234	2159.3332519531
ENSMUSG00000100349.1	0.0000000057	0.0000003537	0.0000000309	0.0000194766	0.0000000096	0.0000000122	0.0000188144	0.0000115288	0.0000000061	0.0000000000	1.0000000000	21634.0000000000	276.0000000000
ENSMUSG00000099375.1	0.0000001005	0.0000062382	0.0000005441	0.0003435092	0.0000001697	0.0000002153	0.0003318298	0.0002033342	0.0000001080	0.0000000003	1.0000000000	7284.0000000000	276.0000000000
ENSMUSG00000099669.1	0.0000158643	0.0000983702	0.0100612810	0.0000070777	0.0000015126	0.0000270866	0.0000022825	0.0000063526	0.0000338872	0.0000000209	3.0000000000	14489.3330078125	474.3333435059
ENSMUSG00000047496.6	0.0065398338	0.0005725455	0.0001957079	0.0003020615	0.0001339551	0.0000107797	0.0002858366	0.0000285230	0.0002419646	0.0658079535	1.0000000000	0.0000000000	1246.0000000000
ENSMUSG00000099582.1	0.0000550996	0.0030486144	0.0001142285	0.0000001277	0.0000223220	0.0000000823	0.0000002259	0.0035344206	0.0000258391	0.0121007685	1.0000000000	8451.0000000000	782.0000000000
ENSMUSG00000097482.2	0.0065398338	0.0005725455	0.0001957079	0.0003020615	0.0001339551	0.0000107797	0.0002858366	0.0000285230	0.0002419646	0.0658079535	1.0000000000	0.0000000000	1246.0000000000
ENSMUSG00000056536.14	0.0015973132	0.0019709923	0.0267669085	0.0000669084	0.0004385996	0.0072569260	0.0011728090	0.0004832264	0.0016825674	0.0772239620	5.0000000000	8920.2001953125	1004.4000244141
ENSMUSG00000026319.13	0.0016224492	0.0019619547	0.0267528397	0.0000669131	0.0004386888	0.0070056598	0.0011726759	0.0004832182	0.0016839231	0.0768136086	5.0000000000	8920.2001953125	1004.4000244141
ENSMUSG00000101330.1	0.0009999642	0.0030175469	0.0049780883	0.0024613967	0.0004167640	0.0004435817	0.0036556737	0.0005212809	0.0120113131	0.0177215348	3.0000000000	12335.6669921875	4497.6665039062
ENSMUSG00000026321.7	0.0111314422	0.0316106190	0.0553075298	0.0277644080	0.0077986159	0.0049401270	0.0406791070	0.0057633637	0.1336523563	0.1971920668	5.0000000000	11636.0000000000	2842.8000488281
ENSMUSG00000102690.1	0.0143503608	0.0197594745	0.0304873030	0.0021334651	0.0039753024	0.0041533224	0.0019407666	0.0020508240	0.0546719500	0.1999937965	4.0000000000	7339.2500000000	4106.0000000000
ENSMUSG00000089206.1	0.0000399743	0.0000575623	0.0185097419	0.0000296874	0.0000119329	0.0000440474	0.0000750216	0.0001719617	0.0007061925	0.0003987970	4.0000000000	15595.2500000000	1001.7500000000
ENSMUSG00000099448.1	0.0001136642	0.0009970691	0.0047166664	0.0000081375	0.0000899807	0.0000658623	0.0000327728	0.0000380265	0.0023256658	0.0033083815	4.0000000000	14223.0000000000	723.2500000000
ENSMUSG00000099843.1	0.0317328393	0.0110176051	0.0014523570	0.0043091659	0.0051880965	0.0273435970	0.0015169700	0.0001868840	0.0163464862	0.0975243891	12.0000000000	9170.5000000000	935.0833129883
ENSMUSG00000038866.15	0.0317351090	0.0110172314	0.0014514788	0.0042464538	0.0051869639	0.0273590508	0.0015130198	0.0001872615	0.0164272156	0.0971749539	12.0000000000	9160.1669921875	935.0833129883
ENSMUSG00000097612.1	0.0000000331	0.0000011633	0.0000151653	0.0000002285	0.0000001107	0.0000000003	0.0000000286	0.0000007765	0.0000000928	0.0000001272	1.0000000000	19447.0000000000	339.0000000000
ENSMUSG00000101583.1	0.0013248440	0.0648163420	0.0071504399	0.0225415666	0.0005171939	0.0027057622	0.0079337015	0.0011009273	0.0641836771	0.1073344592	5.0000000000	12533.4003906250	2694.8000488281
ENSMUSG00000044340.7	0.0012888169	0.0647531343	0.0068937317	0.0225003492	0.0005146838	0.0026826858	0.0077386013	0.0010998392	0.0640283208	0.1069695940	5.0000000000	12624.5996093750	2694.8000488281
ENSMUSG00000103291.1	0.0000113299	0.0006750061	0.0012635849	0.0003561708	0.0000012869	0.0030312557	0.0000645008	0.0001575169	0.0049712195	0.0012219743	6.0000000000	11844.3330078125	754.6666870117
ENSMUSG00000100247.1	0.0018337762	0.0000062222	0.0088541280	0.0000167043	0.0000137389	0.0000025133	0.0001171720	0.0000270093	0.0000010285	0.0111523215	1.0000000000	5394.0000000000	952.0000000000
ENSMUSG00000057329.7	0.0018247978	0.0078108910	0.0004668585	0.0003479499	0.0007680215	0.0014398220	0.0195247865	0.0001340794	0.0632697331	0.0358065762	2.0000000000	6496.0000000000	1982.5000000000
ENSMUSG00000054006.14	0.0000996892	0.0002039095	0.0000286402	0.0000003087	0.0000034771	0.0000028129	0.0000024637	0.0000102774	0.0000033610	0.0076972936	3.0000000000	18727.0000000000	423.0000000000
ENSMUSG00000098344.1	0.0002547302	0.0005213565	0.0003089499	0.0000008041	0.0000109544	0.0000079266	0.0000063206	0.0000276176	0.0000141039	0.0202564167	4.0000000000	16400.0000000000	465.5000000000
ENSMUSG00000103348.1	0.0000182937	0.0004508152	0.0005290657	0.0000153347	0.0000193190	0.0003457271	0.0000103851	0.0000031661	0.0015443986	0.0007797106	4.0000000000	13479.2500000000	1046.7500000000
ENSMUSG00000009905.5	0.0008520264	0.0040643562	0.0265068638	0.0003412652	0.0001825659	0.0012877998	0.0002422004	0.0000962017	0.0229494773	0.0330149040	1.0000000000	0.0000000000	2405.0000000000
ENSMUSG00000009907.17	0.0002287604	0.0012682333	0.0000970615	0.0000296175	0.0000226123	0.0002405078	0.0066677556	0.0001146044	0.0001717693	0.0001605868	1.0000000000	0.0000000000	1615.0000000000
ENSMUSG00000067006.12	0.0028884893	0.0079728448	0.0299461131	0.0004036786	0.0044654973	0.0023761932	0.0048202173	0.0013884861	0.0479299378	0.0021408918	5.0000000000	9840.7998046875	1393.5999755859
ENSMUSG00000083613.1	0.0000660953	0.0075523161	0.0028650654	0.0000449208	0.0001329340	0.0012297768	0.0000437878	0.0000494705	0.0146723149	0.0029147653	4.0000000000	14144.0000000000	1280.0000000000
ENSMUSG00000059956.14	0.0000000021	0.0003019654	0.0000820475	0.0000001704	0.0000000235	0.0000000261	0.0000003838	0.0000112944	0.0000025904	0.0000000004	1.0000000000	1519.0000000000	203.0000000000
ENSMUSG00000026315.13	0.0000039495	0.0000173311	0.0000604089	0.0002410993	0.0000033158	0.0009706943	0.0005389778	0.0000064283	0.0000009850	0.0000010072	1.0000000000	38.0000000000	432.0000000000
ENSMUSG00000047216.8	0.0000009931	0.0001533048	0.0006326403	0.0000025505	0.0000009636	0.0003105216	0.0000178024	0.0001029218	0.0015634191	0.0000038799	1.0000000000	0.0000000000	787.0000000000
ENSMUSG00000102788.1	0.0000000381	0.0000058816	0.0000242715	0.0000000979	0.0000000370	0.0000119133	0.0000006830	0.0000039486	0.0000599812	0.0000001489	1.0000000000	16303.0000000000	787.0000000000
ENSMUSG00000102160.1	0.0000001429	0.0000220658	0.0000910585	0.0000003671	0.0000001387	0.0000446946	0.0000025624	0.0000148139	0.0002250293	0.0000005584	1.0000000000	9692.0000000000	787.0000000000
ENSMUSG00000038702.6	0.0019162943	0.0005784308	0.0261934957	0.0000289783	0.0004975841	0.0010350116	0.0000187913	0.0001255625	0.0063507424	0.0001137860	2.0000000000	998.0000000000	818.5000000000
ENSMUSG00000101875.1	0.0000798180	0.0000233830	0.0010910066	0.0000012070	0.0000207255	0.0000431015	0.0000007826	0.0000052180	0.0002645216	0.0000047394	2.0000000000	17139.0000000000	818.5000000000
ENSMUSG00000099732.1	0.0013535233	0.0319059471	0.0009319244	0.0001515614	0.0000287711	0.0000829934	0.0002023407	0.0021277443	0.0000556288	0.0316927769	2.0000000000	9815.5000000000	2293.0000000000
ENSMUSG00000101054.1	0.0000027132	0.0004244016	0.0000434975	0.0000004179	0.0000003524	0.0000639083	0.0000025878	0.0000118436	0.0000723615	0.0000005443	1.0000000000	14372.0000000000	1458.0000000000
ENSMUSG00000088691.1	0.0000018424	0.0000257394	0.0000046723	0.0000012161	0.0000029898	0.0002878379	0.0000023110	0.0000606322	0.0007229423	0.0004290791	1.0000000000	21685.0000000000	1582.0000000000
ENSMUSG00000099870.1	0.0000095233	0.0000002056	0.0000018800	0.0000001206	0.0000000016	0.0002501248	0.0000004350	0.0000004801	0.0000002171	0.0000000257	1.0000000000	24760.0000000000	489.0000000000
ENSMUSG00000026374.14	0.0011002480	0.0260436197	0.0034489793	0.0019360048	0.0005790192	0.0428656419	0.0004692661	0.0004459596	0.0036381182	0.0438763960	3.0000000000	7957.6665039062	3474.0000000000
ENSMUSG00000026377.12	0.0002410870	0.0056491899	0.0009378966	0.0003680319	0.0000975030	0.0385012885	0.0007363135	0.0001094141	0.0028935921	0.0063884899	3.0000000000	11355.0000000000	3474.0000000000
ENSMUSG00000099936.1	0.0000005883	0.0000103333	0.0001165074	0.0176945818	0.0000000778	0.0000006554	0.0026241744	0.0000021212	0.0000005176	0.0000047583	1.0000000000	1451.0000000000	185.0000000000
ENSMUSG00000064302.13	0.0308290482	0.0010071578	0.0004173175	0.0000784973	0.0005356381	0.0000199233	0.0003003668	0.0033717861	0.0016742665	0.0002786176	2.0000000000	4881.5000000000	1509.0000000000
ENSMUSG00000077257.1	0.0015357532	0.0145280595	0.0000570854	0.0000048434	0.0000191391	0.0000043148	0.0000212936	0.0002366471	0.0004273799	0.0000560681	2.0000000000	11487.0000000000	779.5000000000
ENSMUSG00000107722.1	0.0043798643	0.0412929398	0.0001344613	0.0000264409	0.0000613519	0.0000173865	0.0000624788	0.0006761988	0.0014005993	0.0006538077	3.0000000000	14837.0000000000	1341.0000000000
ENSMUSG00000080542.1	0.0043798563	0.0412929133	0.0001344579	0.0000264358	0.0000613491	0.0000173845	0.0000624779	0.0006761971	0.0014005244	0.0006536099	3.0000000000	14837.0000000000	1341.0000000000
ENSMUSG00000100770.1	0.0012590426	0.0048256460	0.0008063702	0.0007595026	0.0004099893	0.0003000876	0.0001324452	0.0002770714	0.0110141424	0.0288193135	3.0000000000	11056.6669921875	1356.3333740234
ENSMUSG00000026380.10	0.0269135460	0.0043339634	0.0019311315	0.0459308389	0.0086442020	0.0000442606	0.0445748553	0.0000953045	0.0066067252	0.0344716134	3.0000000000	12370.3330078125	1171.6666259766
ENSMUSG00000089601.1	0.0053209223	0.0010569578	0.0004197773	0.0177228046	0.0020173622	0.0000551599	0.0089935278	0.0000424863	0.0047764838	0.0194756593	3.0000000000	8112.6665039062	1171.6666259766
ENSMUSG00000101624.1	0.0003921833	0.0002101476	0.0000490204	0.0055440661	0.0002883654	0.0002036229	0.0007396374	0.0000144275	0.0019453806	0.0072481465	3.0000000000	10327.6669921875	1171.6666259766
ENSMUSG00000088363.1	0.0000065660	0.0000005881	0.0008188217	0.0000032438	0.0000001823	0.0000159770	0.0000067701	0.0000023359	0.0000000153	0.0000002026	1.0000000000	17224.0000000000	578.0000000000
ENSMUSG00000100040.1	0.0000016375	0.0000027293	0.0000000334	0.0000000080	0.0000012827	0.0000000260	0.0000000009	0.0000034004	0.0000000003	0.0000024749	1.0000000000	15398.0000000000	212.0000000000
ENSMUSG00000048402.14	0.0028986293	0.0013074844	0.0002652280	0.0004245769	0.0007564713	0.0323451754	0.0029537143	0.0006101667	0.0005962368	0.0363513362	6.0000000000	10233.6669921875	956.5000000000
ENSMUSG00000098273.1	0.0000075589	0.0000116346	0.0004738604	0.0005681433	0.0000003112	0.0000000523	0.0000742870	0.0000016460	0.0000000550	0.0000000004	1.0000000000	1318.0000000000	156.0000000000
ENSMUSG00000097408.1	0.0056209032	0.0006139264	0.0001248890	0.0006346275	0.0003526462	0.0141444529	0.0066157736	0.0002340522	0.0009384184	0.0156897734	6.0000000000	11732.8330078125	956.5000000000
ENSMUSG00000096939.1	0.0000013905	0.0000007210	0.0002768774	0.0000006102	0.0000001036	0.0000109998	0.0000007754	0.0000020606	0.0001943519	0.0003463487	2.0000000000	22106.0000000000	571.5000000000
ENSMUSG00000100767.1	0.0098684145	0.0017464175	0.0148941462	0.0008207567	0.0000181453	0.0012917218	0.0027546872	0.0003616001	0.0011330124	0.0024816830	6.0000000000	12492.6669921875	1929.8333740234
ENSMUSG00000099860.1	0.0047139873	0.0005935783	0.0000976300	0.0001695225	0.0000039246	0.0000383511	0.0000538410	0.0002890924	0.0000000568	0.0222919824	4.0000000000	17356.2500000000	513.2500000000
ENSMUSG00000101179.1	0.0070222861	0.0008770595	0.0001354356	0.0002522911	0.0000047999	0.0000569429	0.0000464288	0.0004489403	0.0000000565	0.0328069126	3.0000000000	14581.3330078125	408.6666564941
ENSMUSG00000037035.5	0.0019717687	0.0001492711	0.0006300464	0.0005482861	0.0016571335	0.0042978310	0.0006611271	0.0001083683	0.0013300676	0.0336114419	3.0000000000	8335.6669921875	1581.3333740234
ENSMUSG00000004451.14	0.0098448494	0.0044438802	0.0452366120	0.0461724264	0.0010150082	0.0061353103	0.0479655964	0.0005430938	0.0014430641	0.1102463337	9.0000000000	9128.8886718750	1246.8889160156
ENSMUSG00000101437.1	0.0060509499	0.0038145449	0.0422402892	0.0236958699	0.0008511282	0.0052996311	0.0281142502	0.0012406416	0.0027914911	0.1144158173	8.0000000000	5206.1250000000	1214.1250000000
ENSMUSG00000098447.2	0.0108570803	0.0006118367	0.0019854691	0.0008751426	0.0000243927	0.0381458678	0.0009487797	0.0000278415	0.0012514542	0.0023562319	3.0000000000	12511.6669921875	1957.3333740234
ENSMUSG00000098923.1	0.0108628287	0.0006144138	0.0020612773	0.0009037471	0.0000249619	0.0381493929	0.0009798458	0.0000279552	0.0012518019	0.0024450495	3.0000000000	12379.0000000000	1957.3333740234
ENSMUSG00000101731.1	0.0016136385	0.0000825778	0.0000178287	0.0000256970	0.0000015623	0.0057312796	0.0000276565	0.0000037711	0.0001871658	0.0000254116	1.0000000000	9466.0000000000	1509.0000000000
ENSMUSG00000084505.1	0.0053739318	0.0003010337	0.0009227862	0.0004105977	0.0000116275	0.0188944419	0.0004451028	0.0000137014	0.0006196852	0.0010960255	3.0000000000	16250.3330078125	1957.3333740234
ENSMUSG00000026383.14	0.0001779088	0.0001130981	0.0001289363	0.0003159006	0.0005080000	0.0000110371	0.0003476866	0.0000134811	0.0001270324	0.0001096970	1.0000000000	0.0000000000	991.0000000000
ENSMUSG00000102687.1	0.0000063134	0.0000040135	0.0000045755	0.0000112102	0.0000180272	0.0000003917	0.0000123382	0.0000004784	0.0000045079	0.0000038928	1.0000000000	16693.0000000000	991.0000000000
ENSMUSG00000026384.13	0.0001815694	0.0007816742	0.0255793045	0.0000059056	0.0000326627	0.0000381817	0.0002496137	0.0028186379	0.0208119504	0.0002706767	1.0000000000	0.0000000000	2065.0000000000
ENSMUSG00000090277.1	0.0000049612	0.0000213582	0.0006989218	0.0000001614	0.0000008925	0.0000010433	0.0000068204	0.0000770157	0.0005686600	0.0000073959	1.0000000000	18000.0000000000	2065.0000000000
ENSMUSG00000100042.1	0.0091577033	0.0048920701	0.0040777302	0.0009455090	0.0007613249	0.0004700425	0.0001778564	0.0182478511	0.0177844972	0.0356280501	2.0000000000	7633.0000000000	2306.0000000000
ENSMUSG00000100636.1	0.0023143540	0.0021126620	0.0002587600	0.0046728151	0.0000847191	0.0000716463	0.0003798583	0.0071197961	0.0006130893	0.0122785939	2.0000000000	9864.0000000000	1147.0000000000
ENSMUSG00000101224.1	0.0063550722	0.0065460010	0.0007118052	0.0129057244	0.0002280310	0.0001927414	0.0010353004	0.0190322019	0.0017077155	0.0328230621	2.0000000000	4571.5000000000	1147.0000000000
ENSMUSG00000036975.5	0.0082337937	0.0400394598	0.0009758906	0.0198763116	0.0001004179	0.0000804424	0.0010122499	0.0026956669	0.0032384400	0.0046785061	2.0000000000	4927.5000000000	1147.0000000000
ENSMUSG00000036962.12	0.0000018769	0.0000226033	0.0000038835	0.0000008492	0.0000026099	0.0000047149	0.0000035508	0.0000028292	0.0002120786	0.0000002096	2.0000000000	11547.0000000000	233.0000000000
ENSMUSG00000092245.1	0.0000064445	0.0000249697	0.0000131895	0.0000029585	0.0000090512	0.0000164228	0.0000115397	0.0000012843	0.0007372385	0.0000000009	1.0000000000	1951.0000000000	297.0000000000
ENSMUSG00000026387.15	0.0000247390	0.0001093872	0.0000032284	0.0006619941	0.0000006343	0.0000047024	0.0006632393	0.0000172572	0.0000397866	0.0000016469	3.0000000000	14713.0000000000	365.0000000000
ENSMUSG00000050777.7	0.0091654534	0.0013697198	0.0292713279	0.0237286834	0.0005091213	0.0017855471	0.0041282594	0.0002587448	0.0008014582	0.0026492090	3.0000000000	9311.6669921875	1928.6666259766
ENSMUSG00000026385.16	0.0207241306	0.0242644577	0.0714009788	0.0493745558	0.0095941301	0.0472559523	0.0505749344	0.0016659148	0.0189057905	0.1360851127	5.0000000000	10647.2001953125	4102.2001953125
ENSMUSG00000026388.15	0.0207215588	0.0242595197	0.0716754600	0.0493726938	0.0095940741	0.0472558547	0.0505653246	0.0016666595	0.0188676572	0.1359936266	5.0000000000	10647.2001953125	4102.2001953125
ENSMUSG00000026389.16	0.0399901515	0.0072172279	0.1273283684	0.0834140130	0.0007877650	0.0896856123	0.1734392059	0.0065828050	0.1260486679	0.3786153880	6.0000000000	12847.0000000000	3305.1667480469
ENSMUSG00000036907.9	0.0000367234	0.0000973876	0.0010372976	0.0000077651	0.0000182011	0.0000251400	0.0000021410	0.0000631005	0.0000018757	0.0012919350	1.0000000000	16171.0000000000	1527.0000000000
ENSMUSG00000101922.1	0.0000000496	0.0000459307	0.0000001847	0.0000000085	0.0000007817	0.0000000528	0.0000000071	0.0000000181	0.0000003039	0.0000000042	1.0000000000	20753.0000000000	247.0000000000
ENSMUSG00000097881.7	0.0000003262	0.0002011389	0.0000018055	0.0000001834	0.0014425364	0.0000000117	0.0000064286	0.0000007292	0.0000002801	0.0000091129	1.0000000000	8919.0000000000	325.0000000000
